,fiscal_year_released,recidivism_reporting_year,main_supervising_district,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,recidivism_type,target_population
427,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,Yes
428,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,Yes
429,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,Yes
435,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
436,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
437,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
438,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
441,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
445,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Arson,No,No Recidivism,Yes
446,2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,No Recidivism,Yes
447,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Sex,No,No Recidivism,Yes
451,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No,No Recidivism,Yes
452,2010,2013,5JD,Parole,White - Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
457,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Arson,No,No Recidivism,Yes
458,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
459,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
460,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
461,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
462,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
463,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
464,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
469,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
470,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
471,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
472,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
474,2010,2013,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Other Drug,No,No Recidivism,Yes
475,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,No Recidivism,Yes
476,2010,2013,1JD,Parole,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,Yes
478,2010,2013,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,No Recidivism,Yes
485,2010,2013,8JD,Parole,White - Hispanic,25-34,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
486,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,No Recidivism,Yes
487,2010,2013,6JD,Parole,Asian or Pacific Islander - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
507,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
508,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
509,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
514,2010,2013,2JD,Parole,Asian or Pacific Islander - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
515,2010,2013,7JD,Parole,White - Non-Hispanic,0-25,Female,D Felony,Property,Theft,No,No Recidivism,Yes
517,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
518,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
519,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
520,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
521,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
544,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,No Recidivism,Yes
550,2010,2013,2JD,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
551,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
552,2010,2013,5JD,Parole,White - Non-Hispanic,55 and Older,Female,D Felony,Drug,Drug Possession,No,No Recidivism,Yes
553,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,No Recidivism,Yes
554,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,No Recidivism,Yes
555,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,No Recidivism,Yes
556,2010,2013,3JD,Parole,Black - Non-Hispanic,0-25,Female,D Felony,Public Order,Flight/Escape,No,No Recidivism,Yes
557,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,Yes
559,2010,2013,1JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
560,2010,2013,1JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
561,2010,2013,1JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
565,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
566,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
567,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
572,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Violent,Assault,No,No Recidivism,Yes
575,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,Yes
576,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
577,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
578,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
579,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
580,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
581,2010,2013,2JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
582,2010,2013,2JD,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
583,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,Yes
584,2010,2013,7JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Vandalism,No,No Recidivism,Yes
585,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,No Recidivism,Yes
598,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
602,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,No Recidivism,Yes
603,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
604,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
605,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
606,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
609,2010,2013,8JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
610,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,Yes
611,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
612,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
623,2010,2013,2JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
624,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
625,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,B Felony,Violent,Other Violent,No,No Recidivism,Yes
627,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,No Recidivism,Yes
628,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
629,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
630,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
631,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
632,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,No,No Recidivism,Yes
633,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,No,No Recidivism,Yes
636,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
637,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
638,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
639,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
640,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
641,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
642,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
648,2010,2013,2JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No Recidivism,Yes
649,2010,2013,6JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,No Recidivism,Yes
650,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,Yes
651,2010,2013,8JD,Parole,White - Non-Hispanic,55 and Older,Male,Serious Misdemeanor,Violent,Sex,No,No Recidivism,Yes
652,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
653,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
654,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
655,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
656,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Sexual Predator Community Supervision,Violent,Sex,No,No Recidivism,Yes
657,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,No Recidivism,Yes
658,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
659,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
660,2010,2013,6JD,Special Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,No,No Recidivism,Yes
661,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,No Recidivism,Yes
662,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
664,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
665,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
668,2010,2013,5JD,Parole,White - Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
669,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Arson,No,No Recidivism,Yes
671,2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
672,2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
673,2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
677,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
683,2010,2013,8JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,Yes
684,2010,2013,7JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
685,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
686,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
687,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
688,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
689,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
690,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
691,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
692,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
693,2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
694,2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
695,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,No Recidivism,Yes
697,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,No Recidivism,Yes
698,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
699,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
700,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
701,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
702,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
703,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
709,2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,Yes
710,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Other,Other Criminal,No,No Recidivism,Yes
711,2010,2013,7JD,Parole,Black - Non-Hispanic,45-54,Male,B Felony,Violent,Robbery,No,No Recidivism,Yes
712,2010,2013,7JD,Parole,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,Yes
714,2010,2013,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
715,2010,2013,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
718,2010,2013,7JD,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
719,2010,2013,7JD,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
722,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
723,2010,2013,2JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
726,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
727,2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
728,2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
729,2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
730,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
731,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
732,2010,2013,6JD,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
733,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
734,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,No,No Recidivism,Yes
741,2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
742,2010,2013,5JD,Parole,Asian or Pacific Islander - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,No Recidivism,Yes
743,2010,2013,5JD,Special Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
755,2010,2013,8JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
756,2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
757,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
758,2010,2013,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,No Recidivism,Yes
761,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,No,No Recidivism,Yes
763,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Property,Theft,No,No Recidivism,Yes
764,2010,2013,8JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
767,2010,2013,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
782,2010,2013,2JD,Parole,White - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,No Recidivism,Yes
783,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
784,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
785,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
786,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
787,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
788,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
789,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
790,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
791,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
795,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,Yes
797,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,Yes
799,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Public Order,Traffic,No,No Recidivism,Yes
800,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
801,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,Yes
803,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
804,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
808,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
809,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
811,2010,2013,1JD,Parole,White - Hispanic,25-34,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
813,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
814,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
815,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
817,2010,2013,5JD,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
818,2010,2013,2JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
843,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
847,2010,2013,6JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Drug,Other Drug,No,No Recidivism,Yes
856,2010,2013,7JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
