,fiscal_year_released,recidivism_reporting_year,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,days_to_return,recidivism_type,new_offenseclassification,new_offensetype,new_offensesub_type,target_population
17632,2010,2013,Parole,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,Yes,377.0,New,D Felony,Property,Forgery/Fraud,Yes
17633,2010,2013,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,57.0,New,C Felony,Violent,Robbery,No
17634,2010,2013,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Theft,Yes,932.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
17635,2010,2013,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,813.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
17636,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,878.0,New,C Felony,Violent,Other Violent,No
17639,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,764.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No
17640,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,893.0,New,D Felony,Violent,Assault,No
17641,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,370.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
17642,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,944.0,New,Aggravated Misdemeanor,Violent,Assault,No
17644,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Other Violent,Yes,589.0,New,D Felony,Public Order,Other Public Order,No
17645,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,624.0,New,Aggravated Misdemeanor,Property,Burglary,Yes
17646,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,353.0,New,Aggravated Misdemeanor,Property,Theft,No
17647,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,127.0,New,D Felony,Property,Theft,Yes
17649,2010,2013,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,407.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
17650,2010,2013,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,364.0,New,Aggravated Misdemeanor,Violent,Other Violent,Yes
17651,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,530.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17652,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,874.0,New,C Felony,Drug,Trafficking,No
17654,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,613.0,New,D Felony,Property,Vandalism,No
17655,2010,2013,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,729.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
17656,2010,2013,Parole,American Indian or Alaska Native - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,527.0,New,Serious Misdemeanor,Violent,Assault,Yes
17657,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,Yes,229.0,New,Aggravated Misdemeanor,Property,Theft,No
17658,2010,2013,Parole,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,951.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
17659,2010,2013,Parole,White - Non-Hispanic,0-25,Male,B Felony,Violent,Other Violent,Yes,573.0,New,D Felony,Violent,Assault,No
17660,2010,2013,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,405.0,New,B Felony,Drug,Trafficking,Yes
17661,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Drug,Drug Possession,Yes,145.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17666,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,377.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
17667,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,412.0,New,D Felony,Property,Theft,Yes
17668,2010,2013,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes,513.0,New,D Felony,Property,Theft,Yes
17669,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,167.0,New,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No
17670,2010,2013,Parole,White - Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,564.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes
17671,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Weapons,Yes,981.0,New,B Felony,Drug,Trafficking,No
17672,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,547.0,New,Aggravated Misdemeanor,Violent,Assault,No
17673,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes,227.0,New,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No
17674,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,362.0,New,D Felony,Drug,Drug Possession,No
17675,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,534.0,New,D Felony,Public Order,OWI,Yes
17676,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,624.0,New,C Felony,Violent,Sex,Yes
17677,2010,2013,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,716.0,New,D Felony,Drug,Drug Possession,Yes
17678,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,241.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
17680,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,636.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
17681,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,826.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
17682,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,422.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
17683,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Burglary,Yes,976.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
17684,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,1033.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
17685,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,217.0,New,C Felony,Drug,Trafficking,Yes
17686,2010,2013,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,400.0,New,Serious Misdemeanor,Drug,Drug Possession,Yes
17687,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,796.0,New,Aggravated Misdemeanor,Property,Theft,No
17688,2010,2013,Parole,White - Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,336.0,New,Serious Misdemeanor,Public Order,OWI,Yes
17692,2010,2013,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,747.0,New,D Felony,Drug,Drug Possession,Yes
17694,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,867.0,New,Aggravated Misdemeanor,Public Order,OWI,No
17695,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Serious Misdemeanor,Violent,Assault,Yes,430.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
17696,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,555.0,New,D Felony,Property,Burglary,No
17699,2010,2013,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Burglary,Yes,1069.0,New,D Felony,Drug,Drug Possession,Yes
17702,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,631.0,New,D Felony,Drug,Trafficking,No
17703,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,296.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
17708,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,926.0,New,Aggravated Misdemeanor,Public Order,OWI,No
17710,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,Yes,209.0,New,Aggravated Misdemeanor,Property,Theft,No
17711,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,252.0,New,C Felony,Drug,Trafficking,Yes
17714,2010,2013,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,218.0,New,Serious Misdemeanor,Violent,Assault,Yes
17715,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,815.0,New,D Felony,Violent,Assault,Yes
17716,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,187.0,New,Serious Misdemeanor,Drug,Drug Possession,No
17717,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,129.0,New,Aggravated Misdemeanor,Violent,Assault,No
17719,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,313.0,New,D Felony,Public Order,Other Public Order,No
17721,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,867.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17722,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,310.0,New,Aggravated Misdemeanor,Violent,Other Violent,No
17723,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Weapons,Yes,164.0,New,D Felony,Property,Forgery/Fraud,No
17726,2010,2013,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,944.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
17727,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Drug,Drug Possession,Yes,498.0,New,D Felony,Drug,Drug Possession,No
17729,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,412.0,New,Serious Misdemeanor,Public Order,Other Public Order,Yes
17732,2010,2013,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,812.0,New,D Felony,Property,Forgery/Fraud,Yes
17734,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,88.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17735,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,Yes,1061.0,New,D Felony,Public Order,OWI,No
17737,2010,2013,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,146.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17739,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,512.0,New,D Felony,Public Order,OWI,No
17741,2010,2013,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,260.0,New,Serious Misdemeanor,Violent,Assault,Yes
17742,2010,2013,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,Yes,345.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
17743,2010,2013,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,1046.0,New,D Felony,Public Order,OWI,Yes
17745,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,100.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17746,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Yes,866.0,New,D Felony,Drug,Trafficking,No
17751,2010,2013,Parole,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,Yes,226.0,New,Aggravated Misdemeanor,Property,Theft,Yes
17755,2010,2013,Parole,White - Hispanic,35-44,Male,Felony - Enhanced,Property,Burglary,Yes,224.0,New,Serious Misdemeanor,Other,Animals,Yes
17756,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,616.0,New,D Felony,Drug,Drug Possession,No
17757,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,411.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
17758,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,Yes,689.0,New,D Felony,Public Order,OWI,No
17759,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,Yes,547.0,New,C Felony,Drug,Trafficking,No
17760,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,584.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
17761,2010,2013,Discharged – End of Sentence,Asian or Pacific Islander - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,449.0,New,D Felony,Property,Forgery/Fraud,No
17762,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,723.0,New,D Felony,Drug,Drug Possession,No
17763,2010,2013,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,96.0,New,D Felony,Public Order,Weapons,Yes
17764,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,280.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
17766,2010,2013,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,649.0,New,D Felony,Other,Other Criminal,Yes
17767,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,530.0,New,D Felony,Public Order,Other Public Order,Yes
17768,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,469.0,New,D Felony,Public Order,OWI,No
17769,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,1014.0,New,C Felony,Violent,Sex,No
17770,2010,2013,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,757.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
17771,2010,2013,Special Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,Yes,83.0,New,Aggravated Misdemeanor,Property,Theft,Yes
17772,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,707.0,New,D Felony,Drug,Drug Possession,No
17773,2010,2013,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,470.0,New,D Felony,Public Order,Traffic,Yes
17774,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,318.0,New,D Felony,Public Order,OWI,No
17775,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,1034.0,New,D Felony,Violent,Assault,No
17776,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,262.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
17780,2010,2013,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,297.0,New,D Felony,Public Order,OWI,No
17781,2010,2013,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,1046.0,New,D Felony,Property,Forgery/Fraud,Yes
17782,2010,2013,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,375.0,New,Aggravated Misdemeanor,Property,Theft,Yes
17783,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,273.0,New,Serious Misdemeanor,Drug,Drug Possession,Yes
17784,2010,2013,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,935.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
17785,2010,2013,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,388.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
17786,2010,2013,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Other Drug,Yes,328.0,New,D Felony,Public Order,Traffic,Yes
17787,2010,2013,Discharged – End of Sentence,White - Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,170.0,New,D Felony,Public Order,Weapons,No
17788,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,1025.0,New,Aggravated Misdemeanor,Property,Theft,No
17789,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Burglary,Yes,358.0,New,D Felony,Property,Burglary,No
17790,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,971.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
17791,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,1060.0,New,D Felony,Drug,Drug Possession,No
17792,2010,2013,Parole,White - Non-Hispanic,0-25,Female,D Felony,Property,Forgery/Fraud,Yes,112.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
17797,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,299.0,New,C Felony,Violent,Robbery,No
17798,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,282.0,New,Serious Misdemeanor,Violent,Assault,No
17799,2010,2013,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,447.0,New,C Felony,Property,Theft,Yes
17800,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,314.0,New,C Felony,Drug,Trafficking,No
17801,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,212.0,New,D Felony,Property,Burglary,No
17802,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,540.0,New,C Felony,Drug,Trafficking,No
17803,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,686.0,New,Aggravated Misdemeanor,Property,Theft,No
17804,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,Yes,983.0,New,D Felony,Property,Burglary,No
17805,2010,2013,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,934.0,New,Aggravated Misdemeanor,Property,Theft,Yes
17807,2010,2013,Parole,White - Non-Hispanic,0-25,Male,D Felony,Public Order,Weapons,Yes,198.0,New,Serious Misdemeanor,Drug,Drug Possession,Yes
17808,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Other Violent,Yes,348.0,New,D Felony,Property,Theft,No
17809,2010,2013,Parole,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,458.0,New,Aggravated Misdemeanor,Property,Theft,Yes
17810,2010,2013,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,Yes,1069.0,New,C Felony,Property,Theft,No
17811,2010,2013,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,940.0,New,C Felony,Property,Theft,No
17813,2010,2013,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,979.0,New,C Felony,Drug,Trafficking,Yes
